frame_no,rel_time,src,dst,srcport,dstport,proto,length,tcp_stream,seq,ack,win,flags,is_retx,is_ooo,is_ka,is_zerowin,opcua_type,opcua_service,opcua_reqid,opcua_seq,opcua_chunk
2998,2025-08-12 15:33:42.689412,192.168.159.241,192.168.159.198,63145,4840,TCP,54,100,855,11349,0,,0,0,0,0,,,,,
2999,2025-08-12 15:33:42.689971,192.168.159.241,192.168.159.198,63146,4840,TCP,116,101,1,1,65535,,0,0,0,0,,,,,
3000,2025-08-12 15:33:42.746483,192.168.159.198,192.168.159.241,4840,63146,TCP,82,101,1,63,8192,,0,0,0,0,,,,,
3001,2025-08-12 15:33:42.750138,192.168.159.241,192.168.159.198,63146,4840,TCP,187,101,63,29,65507,,0,0,0,0,,,,,
3002,2025-08-12 15:33:42.764571,192.168.159.198,192.168.159.241,4840,63146,TCP,190,101,29,196,8192,,0,0,0,0,,,,,
3003,2025-08-12 15:33:42.768775,192.168.159.241,192.168.159.198,63146,4840,TCP,355,101,196,165,65371,,0,0,0,0,,,,,
3004,2025-08-12 15:33:42.879497,192.168.159.198,192.168.159.241,4840,63146,TCP,1514,101,165,497,8192,,0,0,0,0,,,,,
3005,2025-08-12 15:33:42.879497,192.168.159.198,192.168.159.241,4840,63146,TCP,1514,101,1625,497,8192,,0,0,0,0,,,,,
3006,2025-08-12 15:33:42.879598,192.168.159.241,192.168.159.198,63146,4840,TCP,54,101,497,3085,65535,,0,0,0,0,,,,,
3007,2025-08-12 15:33:42.887605,192.168.159.198,192.168.159.241,4840,63146,TCP,1514,101,3085,497,8192,,0,0,0,0,,,,,
3008,2025-08-12 15:33:42.889503,192.168.159.198,192.168.159.241,4840,63146,TCP,1514,101,4545,497,8192,,0,0,0,0,,,,,
3009,2025-08-12 15:33:42.889503,192.168.159.198,192.168.159.241,4840,63146,TCP,1514,101,6005,497,8192,,0,0,0,0,,,,,
3010,2025-08-12 15:33:42.889576,192.168.159.241,192.168.159.198,63146,4840,TCP,54,101,497,7465,65535,,0,0,0,0,,,,,
3011,2025-08-12 15:33:42.892438,192.168.159.198,192.168.159.241,4840,63146,TCP,946,101,7465,497,8192,,0,0,0,0,,,,,
3012,2025-08-12 15:33:42.892529,192.168.159.241,192.168.159.198,63146,4840,TCP,54,101,497,8357,64643,,0,0,0,0,,,,,
3013,2025-08-12 15:33:42.902533,192.168.159.198,192.168.159.241,4840,63146,TCP,1514,101,8357,497,8192,,0,0,0,0,,,,,
3014,2025-08-12 15:33:42.903495,192.168.159.198,192.168.159.241,4840,63146,TCP,1430,101,9817,497,8192,,0,0,0,0,,,,,
3015,2025-08-12 15:33:42.903574,192.168.159.241,192.168.159.198,63146,4840,TCP,54,101,497,11193,65535,,0,0,0,0,,,,,
3016,2025-08-12 15:33:42.914587,192.168.159.241,192.168.159.198,63146,4840,TCP,171,101,497,11193,65535,,0,0,0,0,,,,,
3017,2025-08-12 15:33:42.929216,192.168.159.198,192.168.159.241,4840,63146,TCP,106,101,11193,614,8192,,0,0,0,0,,,,,
3018,2025-08-12 15:33:42.934490,192.168.159.241,192.168.159.198,63146,4840,TCP,170,101,614,11245,65483,,0,0,0,0,,,,,
3019,2025-08-12 15:33:43.056320,192.168.159.198,192.168.159.241,4840,63146,TCP,60,101,11245,730,8192,,0,0,0,0,,,,,
3020,2025-08-12 15:33:43.056382,192.168.159.241,192.168.159.198,63146,4840,TCP,117,101,730,11245,65483,,0,0,0,0,,,,,
3021,2025-08-12 15:33:43.065324,192.168.159.198,192.168.159.241,4840,63146,TCP,106,101,11245,793,8129,,0,0,0,0,,,,,
3022,2025-08-12 15:33:43.066446,192.168.159.241,192.168.159.198,63146,4840,TCP,111,101,793,11297,65431,,0,0,0,0,,,,,
3023,2025-08-12 15:33:43.068047,192.168.159.241,192.168.159.198,63146,4840,TCP,54,101,850,11297,65431,,0,0,0,0,,,,,
3024,2025-08-12 15:33:43.070228,192.168.159.241,192.168.159.198,63147,4840,TCP,66,102,0,0,65535,,0,0,0,0,,,,,
3025,2025-08-12 15:33:43.075318,192.168.159.198,192.168.159.241,4840,63146,TCP,60,101,11297,851,8135,,0,0,0,0,,,,,
3026,2025-08-12 15:33:43.083309,192.168.159.198,192.168.159.241,4840,63147,TCP,60,102,0,1,8192,,0,0,0,0,,,,,
3027,2025-08-12 15:33:43.083416,192.168.159.241,192.168.159.198,63147,4840,TCP,54,102,1,1,65535,,0,0,0,0,,,,,
3028,2025-08-12 15:33:43.084767,192.168.159.241,192.168.159.198,63147,4840,TCP,116,102,1,1,65535,,0,0,0,0,,,,,
3029,2025-08-12 15:33:43.085237,192.168.159.198,192.168.159.241,4840,63146,TCP,106,101,11297,851,8135,,0,0,0,0,,,,,
3030,2025-08-12 15:33:43.085299,192.168.159.241,192.168.159.198,63146,4840,TCP,54,101,851,11349,0,,0,0,0,0,,,,,
3031,2025-08-12 15:33:43.143345,192.168.159.198,192.168.159.241,4840,63147,TCP,82,102,1,63,8192,,0,0,0,0,,,,,
3032,2025-08-12 15:33:43.145989,192.168.159.241,192.168.159.198,63147,4840,TCP,187,102,63,29,65507,,0,0,0,0,,,,,
3033,2025-08-12 15:33:43.164327,192.168.159.198,192.168.159.241,4840,63147,TCP,190,102,29,196,8192,,0,0,0,0,,,,,
3034,2025-08-12 15:33:43.167443,192.168.159.241,192.168.159.198,63147,4840,TCP,355,102,196,165,65371,,0,0,0,0,,,,,
3035,2025-08-12 15:33:43.286480,192.168.159.198,192.168.159.241,4840,63147,TCP,1514,102,165,497,8192,,0,0,0,0,,,,,
3036,2025-08-12 15:33:43.286480,192.168.159.198,192.168.159.241,4840,63147,TCP,1514,102,1625,497,8192,,0,0,0,0,,,,,
3037,2025-08-12 15:33:43.286584,192.168.159.241,192.168.159.198,63147,4840,TCP,54,102,497,3085,65535,,0,0,0,0,,,,,
3038,2025-08-12 15:33:43.289438,192.168.159.198,192.168.159.241,4840,63147,TCP,1514,102,3085,497,8192,,0,0,0,0,,,,,
3039,2025-08-12 15:33:43.289438,192.168.159.198,192.168.159.241,4840,63147,TCP,1514,102,4545,497,8192,,0,0,0,0,,,,,
3040,2025-08-12 15:33:43.289483,192.168.159.241,192.168.159.198,63147,4840,TCP,54,102,497,6005,65535,,0,0,0,0,,,,,
3041,2025-08-12 15:33:43.292419,192.168.159.198,192.168.159.241,4840,63147,TCP,1514,102,6005,497,8192,,0,0,0,0,,,,,
3042,2025-08-12 15:33:43.294377,192.168.159.198,192.168.159.241,4840,63147,TCP,946,102,7465,497,8192,,0,0,0,0,,,,,
3043,2025-08-12 15:33:43.294420,192.168.159.241,192.168.159.198,63147,4840,TCP,54,102,497,8357,65535,,0,0,0,0,,,,,
3044,2025-08-12 15:33:43.302466,192.168.159.198,192.168.159.241,4840,63147,TCP,1514,102,8357,497,8192,,0,0,0,0,,,,,
3045,2025-08-12 15:33:43.302466,192.168.159.198,192.168.159.241,4840,63147,TCP,1430,102,9817,497,8192,,0,0,0,0,,,,,
3046,2025-08-12 15:33:43.302563,192.168.159.241,192.168.159.198,63147,4840,TCP,54,102,497,11193,65535,,0,0,0,0,,,,,
3047,2025-08-12 15:33:43.308788,192.168.159.241,192.168.159.198,63147,4840,TCP,171,102,497,11193,65535,,0,0,0,0,,,,,
3048,2025-08-12 15:33:43.325308,192.168.159.198,192.168.159.241,4840,63147,TCP,106,102,11193,614,8192,,0,0,0,0,,,,,
3049,2025-08-12 15:33:43.330207,192.168.159.241,192.168.159.198,63147,4840,TCP,195,102,614,11245,65483,,0,0,0,0,,,,,
3050,2025-08-12 15:33:43.454320,192.168.159.198,192.168.159.241,4840,63147,TCP,106,102,11245,755,8192,,0,0,0,0,,,,,
3051,2025-08-12 15:33:43.454458,192.168.159.241,192.168.159.198,63147,4840,TCP,117,102,755,11297,65431,,0,0,0,0,,,,,
3052,2025-08-12 15:33:43.457685,192.168.159.241,192.168.159.198,63147,4840,TCP,111,102,818,11297,65431,,0,0,0,0,,,,,
3053,2025-08-12 15:33:43.460248,192.168.159.241,192.168.159.198,63148,4840,TCP,66,103,0,0,65535,,0,0,0,0,,,,,
3054,2025-08-12 15:33:43.472347,192.168.159.198,192.168.159.241,4840,63147,TCP,60,102,11297,876,8135,,0,0,0,0,,,,,
3055,2025-08-12 15:33:43.474258,192.168.159.198,192.168.159.241,4840,63148,TCP,60,103,0,1,8192,,0,0,0,0,,,,,
3056,2025-08-12 15:33:43.474401,192.168.159.241,192.168.159.198,63148,4840,TCP,54,103,1,1,65535,,0,0,0,0,,,,,
3057,2025-08-12 15:33:43.475322,192.168.159.198,192.168.159.241,4840,63147,TCP,106,102,11297,876,8135,,0,0,0,0,,,,,
3058,2025-08-12 15:33:43.475400,192.168.159.241,192.168.159.198,63147,4840,TCP,54,102,876,11349,0,,0,0,0,0,,,,,
3059,2025-08-12 15:33:43.476465,192.168.159.241,192.168.159.198,63148,4840,TCP,116,103,1,1,65535,,0,0,0,0,,,,,
3060,2025-08-12 15:33:43.532532,192.168.159.198,192.168.159.241,4840,63148,TCP,82,103,1,63,8192,,0,0,0,0,,,,,
3061,2025-08-12 15:33:43.535881,192.168.159.241,192.168.159.198,63148,4840,TCP,187,103,63,29,65507,,0,0,0,0,,,,,
3062,2025-08-12 15:33:43.550372,192.168.159.198,192.168.159.241,4840,63148,TCP,190,103,29,196,8192,,0,0,0,0,,,,,
3063,2025-08-12 15:33:43.554834,192.168.159.241,192.168.159.198,63148,4840,TCP,355,103,196,165,65371,,0,0,0,0,,,,,
3064,2025-08-12 15:33:43.657482,192.168.159.198,192.168.159.241,4840,63148,TCP,60,103,165,497,8192,,0,0,0,0,,,,,
3065,2025-08-12 15:33:43.665671,192.168.159.198,192.168.159.241,4840,63148,TCP,1514,103,165,497,8192,,0,0,0,0,,,,,
3066,2025-08-12 15:33:43.668509,192.168.159.198,192.168.159.241,4840,63148,TCP,1514,103,1625,497,8192,,0,0,0,0,,,,,
3067,2025-08-12 15:33:43.668646,192.168.159.241,192.168.159.198,63148,4840,TCP,54,103,497,3085,65535,,0,0,0,0,,,,,
3068,2025-08-12 15:33:43.675495,192.168.159.198,192.168.159.241,4840,63148,TCP,1514,103,3085,497,8192,,0,0,0,0,,,,,
3069,2025-08-12 15:33:43.676425,192.168.159.198,192.168.159.241,4840,63148,TCP,1514,103,4545,497,8192,,0,0,0,0,,,,,
3070,2025-08-12 15:33:43.676489,192.168.159.241,192.168.159.198,63148,4840,TCP,54,103,497,6005,65535,,0,0,0,0,,,,,
3071,2025-08-12 15:33:43.678423,192.168.159.198,192.168.159.241,4840,63148,TCP,1514,103,6005,497,8192,,0,0,0,0,,,,,
3072,2025-08-12 15:33:43.678423,192.168.159.198,192.168.159.241,4840,63148,TCP,946,103,7465,497,8192,,0,0,0,0,,,,,
3073,2025-08-12 15:33:43.678494,192.168.159.241,192.168.159.198,63148,4840,TCP,54,103,497,8357,65535,,0,0,0,0,,,,,
3074,2025-08-12 15:33:43.688487,192.168.159.198,192.168.159.241,4840,63148,TCP,1514,103,8357,497,8192,,0,0,0,0,,,,,
3075,2025-08-12 15:33:43.689456,192.168.159.198,192.168.159.241,4840,63148,TCP,1430,103,9817,497,8192,,0,0,0,0,,,,,
3076,2025-08-12 15:33:43.689527,192.168.159.241,192.168.159.198,63148,4840,TCP,54,103,497,11193,65535,,0,0,0,0,,,,,
3077,2025-08-12 15:33:43.698682,192.168.159.241,192.168.159.198,63148,4840,TCP,171,103,497,11193,65535,,0,0,0,0,,,,,
3078,2025-08-12 15:33:43.715243,192.168.159.198,192.168.159.241,4840,63148,TCP,106,103,11193,614,8192,,0,0,0,0,,,,,
3079,2025-08-12 15:33:43.717537,192.168.159.241,192.168.159.198,63148,4840,TCP,208,103,614,11245,65483,,0,0,0,0,,,,,
3080,2025-08-12 15:33:43.843572,192.168.159.198,192.168.159.241,4840,63148,TCP,106,103,11245,768,8192,,0,0,0,0,,,,,
3081,2025-08-12 15:33:43.843736,192.168.159.241,192.168.159.198,63148,4840,TCP,117,103,768,11297,65431,,0,0,0,0,,,,,
3082,2025-08-12 15:33:43.846897,192.168.159.241,192.168.159.198,63148,4840,TCP,111,103,831,11297,65431,,0,0,0,0,,,,,
3083,2025-08-12 15:33:43.848870,192.168.159.241,192.168.159.198,63149,4840,TCP,66,104,0,0,65535,,0,0,0,0,,,,,
3084,2025-08-12 15:33:43.853249,192.168.159.198,192.168.159.241,4840,63148,TCP,60,103,11297,889,8135,,0,0,0,0,,,,,
3085,2025-08-12 15:33:43.856274,192.168.159.198,192.168.159.241,4840,63149,TCP,60,104,0,1,8192,,0,0,0,0,,,,,
3086,2025-08-12 15:33:43.856401,192.168.159.241,192.168.159.198,63149,4840,TCP,54,104,1,1,65535,,0,0,0,0,,,,,
3087,2025-08-12 15:33:43.857845,192.168.159.241,192.168.159.198,63149,4840,TCP,116,104,1,1,65535,,0,0,0,0,,,,,
3088,2025-08-12 15:33:43.874518,192.168.159.198,192.168.159.241,4840,63148,TCP,106,103,11297,889,8135,,0,0,0,0,,,,,
3089,2025-08-12 15:33:43.874644,192.168.159.241,192.168.159.198,63148,4840,TCP,54,103,889,11349,0,,0,0,0,0,,,,,
3090,2025-08-12 15:33:43.924307,192.168.159.198,192.168.159.241,4840,63149,TCP,82,104,1,63,8192,,0,0,0,0,,,,,
3091,2025-08-12 15:33:43.928047,192.168.159.241,192.168.159.198,63149,4840,TCP,187,104,63,29,65507,,0,0,0,0,,,,,
3092,2025-08-12 15:33:43.939297,192.168.159.198,192.168.159.241,4840,63149,TCP,190,104,29,196,8192,,0,0,0,0,,,,,
3093,2025-08-12 15:33:43.944542,192.168.159.241,192.168.159.198,63149,4840,TCP,355,104,196,165,65371,,0,0,0,0,,,,,
3094,2025-08-12 15:33:44.057823,192.168.159.198,192.168.159.241,4840,63149,TCP,1514,104,165,497,8192,,0,0,0,0,,,,,
3095,2025-08-12 15:33:44.065776,192.168.159.198,192.168.159.241,4840,63149,TCP,1514,104,1625,497,8192,,0,0,0,0,,,,,
3096,2025-08-12 15:33:44.065866,192.168.159.241,192.168.159.198,63149,4840,TCP,54,104,497,3085,65535,,0,0,0,0,,,,,
3097,2025-08-12 15:33:44.068657,192.168.159.198,192.168.159.241,4840,63149,TCP,1514,104,3085,497,8192,,0,0,0,0,,,,,
3098,2025-08-12 15:33:44.070589,192.168.159.198,192.168.159.241,4840,63149,TCP,1514,104,4545,497,8192,,0,0,0,0,,,,,
3099,2025-08-12 15:33:44.070589,192.168.159.198,192.168.159.241,4840,63149,TCP,1514,104,6005,497,8192,,0,0,0,0,,,,,
3100,2025-08-12 15:33:44.070662,192.168.159.241,192.168.159.198,63149,4840,TCP,54,104,497,7465,65535,,0,0,0,0,,,,,
3101,2025-08-12 15:33:44.072380,192.168.159.198,192.168.159.241,4840,63149,TCP,946,104,7465,497,8192,,0,0,0,0,,,,,
3102,2025-08-12 15:33:44.072468,192.168.159.241,192.168.159.198,63149,4840,TCP,54,104,497,8357,64643,,0,0,0,0,,,,,
3103,2025-08-12 15:33:44.081391,192.168.159.198,192.168.159.241,4840,63149,TCP,1514,104,8357,497,8192,,0,0,0,0,,,,,
3104,2025-08-12 15:33:44.083461,192.168.159.198,192.168.159.241,4840,63149,TCP,1430,104,9817,497,8192,,0,0,0,0,,,,,
3105,2025-08-12 15:33:44.083525,192.168.159.241,192.168.159.198,63149,4840,TCP,54,104,497,11193,65535,,0,0,0,0,,,,,
3106,2025-08-12 15:33:44.088689,192.168.159.241,192.168.159.198,63149,4840,TCP,171,104,497,11193,65535,,0,0,0,0,,,,,
3107,2025-08-12 15:33:44.107338,192.168.159.198,192.168.159.241,4840,63149,TCP,106,104,11193,614,8192,,0,0,0,0,,,,,
3108,2025-08-12 15:33:44.112822,192.168.159.241,192.168.159.198,63149,4840,TCP,173,104,614,11245,65483,,0,0,0,0,,,,,
3109,2025-08-12 15:33:44.240499,192.168.159.198,192.168.159.241,4840,63149,TCP,106,104,11245,733,8192,,0,0,0,0,,,,,
3110,2025-08-12 15:33:44.240631,192.168.159.241,192.168.159.198,63149,4840,TCP,117,104,733,11297,65431,,0,0,0,0,,,,,
3111,2025-08-12 15:33:44.243280,192.168.159.241,192.168.159.198,63149,4840,TCP,111,104,796,11297,65431,,0,0,0,0,,,,,
3112,2025-08-12 15:33:44.245177,192.168.159.198,192.168.159.241,4840,63149,TCP,60,104,11297,854,8135,,0,0,0,0,,,,,
3113,2025-08-12 15:33:44.245196,192.168.159.241,192.168.159.198,63150,4840,TCP,66,105,0,0,65535,,0,0,0,0,,,,,
3114,2025-08-12 15:33:44.258500,192.168.159.198,192.168.159.241,4840,63150,TCP,60,105,0,1,8192,,0,0,0,0,,,,,
3115,2025-08-12 15:33:44.258636,192.168.159.241,192.168.159.198,63150,4840,TCP,54,105,1,1,65535,,0,0,0,0,,,,,
3116,2025-08-12 15:33:44.260329,192.168.159.241,192.168.159.198,63150,4840,TCP,116,105,1,1,65535,,0,0,0,0,,,,,
3117,2025-08-12 15:33:44.261254,192.168.159.198,192.168.159.241,4840,63149,TCP,106,104,11297,854,8135,,0,0,0,0,,,,,
3118,2025-08-12 15:33:44.261319,192.168.159.241,192.168.159.198,63149,4840,TCP,54,104,854,11349,0,,0,0,0,0,,,,,
3119,2025-08-12 15:33:44.321334,192.168.159.198,192.168.159.241,4840,63150,TCP,82,105,1,63,8192,,0,0,0,0,,,,,
3120,2025-08-12 15:33:44.324720,192.168.159.241,192.168.159.198,63150,4840,TCP,187,105,63,29,65507,,0,0,0,0,,,,,
3121,2025-08-12 15:33:44.342603,192.168.159.198,192.168.159.241,4840,63150,TCP,190,105,29,196,8192,,0,0,0,0,,,,,
3122,2025-08-12 15:33:44.346875,192.168.159.241,192.168.159.198,63150,4840,TCP,355,105,196,165,65371,,0,0,0,0,,,,,
3123,2025-08-12 15:33:44.464399,192.168.159.198,192.168.159.241,4840,63150,TCP,1514,105,165,497,8192,,0,0,0,0,,,,,
3124,2025-08-12 15:33:44.467322,192.168.159.198,192.168.159.241,4840,63150,TCP,1514,105,1625,497,8192,,0,0,0,0,,,,,
3125,2025-08-12 15:33:44.467322,192.168.159.198,192.168.159.241,4840,63150,TCP,1514,105,3085,497,8192,,0,0,0,0,,,,,
3126,2025-08-12 15:33:44.467372,192.168.159.241,192.168.159.198,63150,4840,TCP,54,105,497,4545,65535,,0,0,0,0,,,,,
3127,2025-08-12 15:33:44.468371,192.168.159.198,192.168.159.241,4840,63150,TCP,1514,105,4545,497,8192,,0,0,0,0,,,,,
3128,2025-08-12 15:33:44.468404,192.168.159.241,192.168.159.198,63150,4840,TCP,54,105,497,6005,65535,,0,0,0,0,,,,,
3129,2025-08-12 15:33:44.470314,192.168.159.198,192.168.159.241,4840,63150,TCP,1514,105,6005,497,8192,,0,0,0,0,,,,,
3130,2025-08-12 15:33:44.472300,192.168.159.198,192.168.159.241,4840,63150,TCP,946,105,7465,497,8192,,0,0,0,0,,,,,
3131,2025-08-12 15:33:44.472342,192.168.159.241,192.168.159.198,63150,4840,TCP,54,105,497,8357,65535,,0,0,0,0,,,,,
3132,2025-08-12 15:33:44.480386,192.168.159.198,192.168.159.241,4840,63150,TCP,1514,105,8357,497,8192,,0,0,0,0,,,,,
3133,2025-08-12 15:33:44.480386,192.168.159.198,192.168.159.241,4840,63150,TCP,1430,105,9817,497,8192,,0,0,0,0,,,,,
3134,2025-08-12 15:33:44.480459,192.168.159.241,192.168.159.198,63150,4840,TCP,54,105,497,11193,65535,,0,0,0,0,,,,,
3135,2025-08-12 15:33:44.484593,192.168.159.241,192.168.159.198,63150,4840,TCP,171,105,497,11193,65535,,0,0,0,0,,,,,
3136,2025-08-12 15:33:44.501259,192.168.159.198,192.168.159.241,4840,63150,TCP,106,105,11193,614,8192,,0,0,0,0,,,,,
3137,2025-08-12 15:33:44.505946,192.168.159.241,192.168.159.198,63150,4840,TCP,184,105,614,11245,65483,,0,0,0,0,,,,,
3138,2025-08-12 15:33:44.632491,192.168.159.198,192.168.159.241,4840,63150,TCP,106,105,11245,744,8192,,0,0,0,0,,,,,
3139,2025-08-12 15:33:44.632637,192.168.159.241,192.168.159.198,63150,4840,TCP,117,105,744,11297,65431,,0,0,0,0,,,,,
3140,2025-08-12 15:33:44.635579,192.168.159.241,192.168.159.198,63150,4840,TCP,111,105,807,11297,65431,,0,0,0,0,,,,,
3141,2025-08-12 15:33:44.637505,192.168.159.241,192.168.159.198,63151,4840,TCP,66,106,0,0,65535,,0,0,0,0,,,,,
3142,2025-08-12 15:33:44.642345,192.168.159.198,192.168.159.241,4840,63150,TCP,60,105,11297,865,8135,,0,0,0,0,,,,,
3143,2025-08-12 15:33:44.650433,192.168.159.198,192.168.159.241,4840,63151,TCP,60,106,0,1,8192,,0,0,0,0,,,,,
3144,2025-08-12 15:33:44.650433,192.168.159.198,192.168.159.241,4840,63150,TCP,106,105,11297,865,8135,,0,0,0,0,,,,,
3145,2025-08-12 15:33:44.650660,192.168.159.241,192.168.159.198,63150,4840,TCP,54,105,865,11349,0,,0,0,0,0,,,,,
3146,2025-08-12 15:33:44.650707,192.168.159.241,192.168.159.198,63151,4840,TCP,54,106,1,1,65535,,0,0,0,0,,,,,
3147,2025-08-12 15:33:44.652982,192.168.159.241,192.168.159.198,63151,4840,TCP,116,106,1,1,65535,,0,0,0,0,,,,,
3148,2025-08-12 15:33:44.707243,192.168.159.198,192.168.159.241,4840,63151,TCP,82,106,1,63,8192,,0,0,0,0,,,,,
3149,2025-08-12 15:33:44.710521,192.168.159.241,192.168.159.198,63151,4840,TCP,187,106,63,29,65507,,0,0,0,0,,,,,
3150,2025-08-12 15:33:44.728246,192.168.159.198,192.168.159.241,4840,63151,TCP,190,106,29,196,8192,,0,0,0,0,,,,,
3151,2025-08-12 15:33:44.732046,192.168.159.241,192.168.159.198,63151,4840,TCP,355,106,196,165,65371,,0,0,0,0,,,,,
3152,2025-08-12 15:33:44.843428,192.168.159.198,192.168.159.241,4840,63151,TCP,1514,106,165,497,8192,,0,0,0,0,,,,,
3153,2025-08-12 15:33:44.851329,192.168.159.198,192.168.159.241,4840,63151,TCP,1514,106,1625,497,8192,,0,0,0,0,,,,,
3154,2025-08-12 15:33:44.851329,192.168.159.198,192.168.159.241,4840,63151,TCP,1514,106,3085,497,8192,,0,0,0,0,,,,,
3155,2025-08-12 15:33:44.851578,192.168.159.241,192.168.159.198,63151,4840,TCP,54,106,497,4545,65535,,0,0,0,0,,,,,
3156,2025-08-12 15:33:44.853349,192.168.159.198,192.168.159.241,4840,63151,TCP,1514,106,4545,497,8192,,0,0,0,0,,,,,
3157,2025-08-12 15:33:44.853423,192.168.159.241,192.168.159.198,63151,4840,TCP,54,106,497,6005,65535,,0,0,0,0,,,,,
3158,2025-08-12 15:33:44.856343,192.168.159.198,192.168.159.241,4840,63151,TCP,1514,106,6005,497,8192,,0,0,0,0,,,,,
3159,2025-08-12 15:33:44.856343,192.168.159.198,192.168.159.241,4840,63151,TCP,946,106,7465,497,8192,,0,0,0,0,,,,,
3160,2025-08-12 15:33:44.856439,192.168.159.241,192.168.159.198,63151,4840,TCP,54,106,497,8357,65535,,0,0,0,0,,,,,
3161,2025-08-12 15:33:44.864399,192.168.159.198,192.168.159.241,4840,63151,TCP,1514,106,8357,497,8192,,0,0,0,0,,,,,
3162,2025-08-12 15:33:44.867466,192.168.159.198,192.168.159.241,4840,63151,TCP,1430,106,9817,497,8192,,0,0,0,0,,,,,
3163,2025-08-12 15:33:44.867548,192.168.159.241,192.168.159.198,63151,4840,TCP,54,106,497,11193,65535,,0,0,0,0,,,,,
3164,2025-08-12 15:33:44.875357,192.168.159.241,192.168.159.198,63151,4840,TCP,171,106,497,11193,65535,,0,0,0,0,,,,,
3165,2025-08-12 15:33:44.890154,192.168.159.198,192.168.159.241,4840,63151,TCP,106,106,11193,614,8192,,0,0,0,0,,,,,
3166,2025-08-12 15:33:44.896541,192.168.159.241,192.168.159.198,63151,4840,TCP,198,106,614,11245,65483,,0,0,0,0,,,,,
3167,2025-08-12 15:33:45.024128,192.168.159.198,192.168.159.241,4840,63151,TCP,106,106,11245,758,8192,,0,0,0,0,,,,,
3168,2025-08-12 15:33:45.024230,192.168.159.241,192.168.159.198,63151,4840,TCP,117,106,758,11297,65431,,0,0,0,0,,,,,
3169,2025-08-12 15:33:45.026469,192.168.159.241,192.168.159.198,63151,4840,TCP,111,106,821,11297,65431,,0,0,0,0,,,,,
3170,2025-08-12 15:33:45.028386,192.168.159.241,192.168.159.198,63152,4840,TCP,66,107,0,0,65535,,0,0,0,0,,,,,
3171,2025-08-12 15:33:45.032102,192.168.159.198,192.168.159.241,4840,63151,TCP,60,106,11297,879,8135,,0,0,0,0,,,,,
3172,2025-08-12 15:33:45.039229,192.168.159.198,192.168.159.241,4840,63152,TCP,60,107,0,1,8192,,0,0,0,0,,,,,
3173,2025-08-12 15:33:45.039435,192.168.159.241,192.168.159.198,63152,4840,TCP,54,107,1,1,65535,,0,0,0,0,,,,,
3174,2025-08-12 15:33:45.041605,192.168.159.241,192.168.159.198,63152,4840,TCP,116,107,1,1,65535,,0,0,0,0,,,,,
3175,2025-08-12 15:33:45.050154,192.168.159.198,192.168.159.241,4840,63151,TCP,106,106,11297,879,8135,,0,0,0,0,,,,,
3176,2025-08-12 15:33:45.050272,192.168.159.241,192.168.159.198,63151,4840,TCP,54,106,879,11349,0,,0,0,0,0,,,,,
3177,2025-08-12 15:33:45.094124,192.168.159.198,192.168.159.241,4840,63152,TCP,82,107,1,63,8192,,0,0,0,0,,,,,
3178,2025-08-12 15:33:45.097211,192.168.159.241,192.168.159.198,63152,4840,TCP,187,107,63,29,65507,,0,0,0,0,,,,,
3179,2025-08-12 15:33:45.115263,192.168.159.198,192.168.159.241,4840,63152,TCP,190,107,29,196,8192,,0,0,0,0,,,,,
3180,2025-08-12 15:33:45.119282,192.168.159.241,192.168.159.198,63152,4840,TCP,355,107,196,165,65371,,0,0,0,0,,,,,
3181,2025-08-12 15:33:45.235276,192.168.159.198,192.168.159.241,4840,63152,TCP,1514,107,165,497,8192,,0,0,0,0,,,,,
3182,2025-08-12 15:33:45.241371,192.168.159.198,192.168.159.241,4840,63152,TCP,1514,107,1625,497,8192,,0,0,0,0,,,,,
3183,2025-08-12 15:33:45.241448,192.168.159.241,192.168.159.198,63152,4840,TCP,54,107,497,3085,65535,,0,0,0,0,,,,,
3184,2025-08-12 15:33:45.243369,192.168.159.198,192.168.159.241,4840,63152,TCP,1514,107,3085,497,8192,,0,0,0,0,,,,,
3185,2025-08-12 15:33:45.243369,192.168.159.198,192.168.159.241,4840,63152,TCP,1514,107,4545,497,8192,,0,0,0,0,,,,,
3186,2025-08-12 15:33:45.243408,192.168.159.241,192.168.159.198,63152,4840,TCP,54,107,497,6005,65535,,0,0,0,0,,,,,
3187,2025-08-12 15:33:45.248547,192.168.159.198,192.168.159.241,4840,63152,TCP,1514,107,6005,497,8192,,0,0,0,0,,,,,
3188,2025-08-12 15:33:45.248547,192.168.159.198,192.168.159.241,4840,63152,TCP,946,107,7465,497,8192,,0,0,0,0,,,,,
3189,2025-08-12 15:33:45.248617,192.168.159.241,192.168.159.198,63152,4840,TCP,54,107,497,8357,65535,,0,0,0,0,,,,,
3190,2025-08-12 15:33:45.256471,192.168.159.198,192.168.159.241,4840,63152,TCP,1514,107,8357,497,8192,,0,0,0,0,,,,,
3191,2025-08-12 15:33:45.256471,192.168.159.198,192.168.159.241,4840,63152,TCP,1430,107,9817,497,8192,,0,0,0,0,,,,,
3192,2025-08-12 15:33:45.256575,192.168.159.241,192.168.159.198,63152,4840,TCP,54,107,497,11193,65535,,0,0,0,0,,,,,
